database,api,permit,longitude,latitude,surface_interval_id,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name,surface_id,bottom_id,,,
SMU-Google BHT Heat Flow,,,-94.9168,28.9419,Offshore-BHT-000109-a,3093.9,98.9,17.6,116.5,23.93,30,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,55,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.9168,28.9419,Offshore-BHT-000109-b,2165.5,71.1,12.1,83.2,23.93,27.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,51,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.9168,28.9419,Offshore-BHT-000109-c,919.2,48.3,-1.7,46.6,23.93,25.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,46,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8681,28.9821,Offshore-BHT-000110-a,3451.8,103.3,18.6,121.9,23.79,28.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,52,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8681,28.9821,Offshore-BHT-000110-b,2167.4,65.6,12.1,77.7,23.79,25,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,46,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8681,28.9821,Offshore-BHT-000110-c,927.7,47.8,-1.6,46.2,23.79,24.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,45,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8566,29.3828,Offshore-BHT-000111-a,2972,87.8,17.1,104.9,23.82,27.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,51,BHT-C,,Harrison,2,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8566,29.3828,Offshore-BHT-000111-b,1080.8,43.3,0.5,43.8,23.82,19.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,36,BHT-C,,Harrison,2,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8415,29.1363,Offshore-BHT-000112-a,2525,81.1,14.7,95.8,23.76,28.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,53,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8415,29.1363,Offshore-BHT-000112-b,2275.3,72.8,12.9,85.7,23.76,27.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,51,BHT-C,,Harrison,2,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8404,28.7416,Offshore-BHT-000113-a,2572,78.9,15,93.9,23.67,27.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,50,BHT-C,,Harrison,1,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8043,29.1114,Offshore-BHT-000114-a,2877.4,86.7,16.6,103.3,23.66,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,52,BHT-C,,Harrison,2,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.8043,29.1114,Offshore-BHT-000114-b,2444.5,72.2,14.1,86.3,23.66,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,2,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7613,28.8961,Offshore-BHT-000115-a,3067.1,95.6,17.5,113.1,23.53,29.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,2,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7613,28.8961,Offshore-BHT-000115-b,2685.1,87.8,15.6,103.4,23.53,29.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,55,BHT-C,,Harrison,2,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7423,29.0238,Offshore-BHT-000116-a,3201.2,104.4,17.9,122.3,23.57,31,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,57,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7423,29.0238,Offshore-BHT-000116-b,1968.9,67.8,10.4,78.2,23.57,28,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,52,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7338,29.4853,Offshore-BHT-000117-a,3048.8,79.4,17.4,96.8,23.64,24.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,45,BHT-C,,Harrison,2,39,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7338,29.4853,Offshore-BHT-000117-b,776.8,40.6,-3.7,36.9,23.64,17.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,33,BHT-C,,Harrison,2,39,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7251,29.271,Offshore-BHT-000118-a,2686.3,75.6,15.6,91.2,23.63,25.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,47,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7251,29.271,Offshore-BHT-000118-b,2549.1,72.8,14.8,87.6,23.63,25.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,47,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7251,29.271,Offshore-BHT-000118-c,2322,69.4,13.3,82.7,23.63,25.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.714,28.7641,Offshore-BHT-000119-a,2440.5,80,14.1,94.1,23.44,28.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,3,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.714,28.7641,Offshore-BHT-000119-b,2332,71.1,13.3,84.4,23.44,26.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,48,BHT-C,,Harrison,3,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.714,28.7641,Offshore-BHT-000119-c,916.2,48.9,-1.7,47.2,23.44,25.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,47,BHT-C,,Harrison,3,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7127,28.8836,Offshore-BHT-000120-a,925.3,40.6,-1.6,39,23.5,16.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,31,BHT-C,,Harrison,1,31,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7015,29.1336,Offshore-BHT-000121-a,3872.9,130,19.1,149.1,23.58,32.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,60,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7015,29.1336,Offshore-BHT-000121-b,2315.2,61.7,13.2,74.9,23.58,22.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,41,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.7015,29.1336,Offshore-BHT-000121-c,918.9,50.6,-1.7,48.9,23.58,28.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,52,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,29.2058,Offshore-BHT-000122-a,3434.8,114.4,18.6,133,23.57,32,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,59,BHT-C,,Harrison,3,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,29.2058,Offshore-BHT-000122-b,3170.1,101.1,17.8,118.9,23.57,30.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,56,BHT-C,,Harrison,3,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,29.2058,Offshore-BHT-000122-c,2689.3,82.2,15.7,97.9,23.57,27.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,51,BHT-C,,Harrison,3,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,28.9224,Offshore-BHT-000123-a,3779.6,118.9,19,137.9,23.49,30.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,55,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,28.9224,Offshore-BHT-000123-b,2247.3,76.7,12.7,89.4,23.49,29.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,54,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6723,28.9224,Offshore-BHT-000123-c,926.8,47.2,-1.6,45.6,23.49,23.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,44,BHT-C,,Harrison,3,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6585,29.0294,Offshore-BHT-000124-a,3922.6,120,19.1,139.1,23.51,29.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,54,BHT-C,,Harrison,3,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6585,29.0294,Offshore-BHT-000124-b,2460.4,72.2,14.2,86.4,23.51,25.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,47,BHT-C,,Harrison,3,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6585,29.0294,Offshore-BHT-000124-c,926.8,40.6,-1.6,39,23.51,17.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,32,BHT-C,,Harrison,3,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6557,28.8794,Offshore-BHT-000125-a,2854.9,94.4,16.5,110.9,23.46,30.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,56,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6557,28.8794,Offshore-BHT-000125-b,2584.8,83.3,15,98.3,23.46,29,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6557,28.8794,Offshore-BHT-000125-c,922,46.1,-1.7,44.4,23.46,22.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,42,BHT-C,,Harrison,3,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6446,29.2849,Offshore-BHT-000126-a,2555.5,81.7,14.9,96.6,23.57,28.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,53,BHT-C,,Harrison,2,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6446,29.2849,Offshore-BHT-000126-b,2479.9,73.3,14.4,87.7,23.57,26.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,2,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6237,29.2238,Offshore-BHT-000127-a,2722.6,77.8,15.8,93.6,23.54,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,48,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6237,29.2238,Offshore-BHT-000127-b,2377.1,56.7,13.7,70.4,23.54,19.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,37,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6237,29.2238,Offshore-BHT-000127-c,921.3,47.2,-1.7,45.5,23.54,24.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,45,BHT-C,,Harrison,3,43,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6154,29.4558,Offshore-BHT-000128-a,2461.3,66.7,14.2,80.9,23.53,23.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,44,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6154,29.4558,Offshore-BHT-000128-b,2455.8,66.7,14.2,80.9,23.53,23.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,44,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.6154,29.4558,Offshore-BHT-000128-c,2449.1,71.1,14.2,85.3,23.53,25.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,47,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5946,29.0947,Offshore-BHT-000129-a,2809.5,106.7,16.3,123,23.49,35.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,66,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5946,29.0947,Offshore-BHT-000129-b,1373.2,50.6,4.2,54.8,23.49,23.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.84,43,BHT-C,,Harrison,2,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5904,28.9874,Offshore-BHT-000130-a,2976.5,84.4,17.1,101.5,23.45,26.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,48,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5904,28.9874,Offshore-BHT-000130-b,2459.5,80.6,14.2,94.8,23.45,29,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,53,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5904,28.9874,Offshore-BHT-000130-c,914.9,43.3,-1.8,41.5,23.45,19.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,36,BHT-C,,Harrison,3,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5695,28.8391,Offshore-BHT-000131-a,3809.1,131.1,19.1,150.2,23.39,33.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.82,61,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5695,28.8391,Offshore-BHT-000131-b,2107,72.8,11.6,84.4,23.39,28.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.82,53,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5695,28.8391,Offshore-BHT-000131-c,918.3,38.9,-1.7,37.2,23.39,14.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.82,27,BHT-C,,Harrison,3,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5517,29.6016,Offshore-BHT-000132-a,3351.8,88.3,18.4,106.7,23.41,25.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,47,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5517,29.6016,Offshore-BHT-000132-b,2500,68.3,14.5,82.8,23.41,24.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,45,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5517,29.6016,Offshore-BHT-000132-c,769.5,47.8,-3.8,44,23.41,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.86,52,BHT-C,,Harrison,3,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5473,29.2807,Offshore-BHT-000133-a,3050.6,90.6,17.4,108,23.48,27.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,51,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5473,29.2807,Offshore-BHT-000133-b,2398.5,75.6,13.8,89.4,23.48,27.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,51,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5473,29.2807,Offshore-BHT-000133-c,769.2,40.6,-3.8,36.8,23.48,17.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,33,BHT-C,,Harrison,3,45,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5404,29.4336,Offshore-BHT-000134-a,2597.9,71.1,15.1,86.2,23.45,24.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,45,BHT-C,,Harrison,2,41,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.5404,29.4336,Offshore-BHT-000134-b,779,41.7,-3.7,38,23.45,19.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,36,BHT-C,,Harrison,2,41,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.4404,29.0474,Offshore-BHT-000135-a,2758.5,77.8,16,93.8,23.37,25.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.83,47,BHT-C,,Harrison,1,47,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.4362,29.4738,Offshore-BHT-000136-a,3061,105.6,17.4,123,23.33,32.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,60,BHT-C,,Harrison,3,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-94.4362,29.4738,Offshore-BHT-000136-b,2793.9,81.7,16.2,97.9,23.33,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",Offshore,Estimate: Blackwell Gulf Coast K Model,,,1.85,50,BHT-C,,Harrison,3,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
