longitude,latitude,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name
-95.1541,32.1723,3668.6,126.7,18.9,145.6,21.5,33.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,70.0,BHT-C,,Harrison,1.0,70.0,,,,,10.0,,,Southwestern Energy,Gas Well,Unknown,Overton,,KB,358.0,109.15,Smith
-94.8434,32.0716,3661.0,126.7,18.9,145.6,21.5,33.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,69.0,BHT-C,,Harrison,1.0,69.0,,,,,10.5,,,Petromax Operating,Gas Well,Unknown,Pone,,KB,459.0,139.94,Rusk
-94.6626,32.4422,3319.8,127.2,18.3,145.5,21.02,37.5,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,77.0,BHT-C,,Harrison,1.0,89.51,,,,,,,,"Petromax Operating Co., Inc.",Gas Well,,Lakeport,,KB,332.0,101.19,Harrison County
-94.6952,32.2802,3479.3,126.7,18.7,145.4,21.22,36.0,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,74.0,BHT-C,,Harrison,2.0,77.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.66433,32.45126,3443.6,126.67,,145.26,21.01,36.08,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,86.25,BHT-C,,Harrison,1.0,86.25,,,,,,,,,,,,,,,95.4,Harrison County
-94.7894,32.3134,3401.5,126.7,18.5,145.2,21.25,36.44,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,75.0,BHT-C,,Harrison,1.0,87.52,,,,,6.0,,,Stroud Energy Ltd.,Gas Well,,Oak Hill,,KB,397.0,121.01,Rusk County
-94.66478,32.42363,3413.69,126.67,,145.19,21.04,36.37,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,86.91,BHT-C,,Harrison,1.0,86.91,,,,,,,,,,,,,,,81.69,Harrison County
-94.60257,32.4425,3404.25,126.67,,145.17,20.97,36.49,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.26,BHT-C,,Harrison,1.0,87.26,,,,,,,,,,,,,,,104.24,Harrison County
-94.78038,32.40647,3390.71,126.67,,145.14,21.14,36.57,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,87.62,BHT-C,,Harrison,1.0,87.62,,,,,,,,,,,,,,,85.34,Gregg County
-94.58893,32.42291,3381.58,126.67,,145.12,20.98,36.71,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.71,BHT-C,,Harrison,1.0,87.71,,,,,,,,,,,,,,,,Harrison County
-94.62186,32.43145,3379.69,126.67,,145.11,21.0,36.72,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.73,BHT-C,,Harrison,1.0,87.73,,,,,,,,,,,,,,,76.2,Harrison County
-95.4786,32.3315,3349.1,126.7,18.4,145.1,21.34,37.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.11,79.0,BHT-C,,Harrison,2.0,75.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.60067,32.38721,3362.06,126.67,,145.07,21.03,36.89,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.12,BHT-C,,Harrison,1.0,88.12,,,,,,,,,,,,,,,,Gregg County
-94.61694,32.3291,3351.05,126.67,,145.04,21.11,36.98,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.32,BHT-C,,Harrison,1.0,88.32,,,,,,,,,,,,,,,107.9,Rusk County
-94.70751,32.30424,3350.1,126.67,,145.04,21.21,36.96,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,88.61,BHT-C,,Harrison,1.0,88.61,,,,,,,,,,,,,,,118.87,Rusk County
-94.61191,32.31444,3350.42,126.67,,145.04,21.12,36.99,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.33,BHT-C,,Harrison,1.0,88.33,,,,,,,,,,,,,,,110.64,Rusk County
-94.67128,32.29521,3336.88,126.67,,145.0,21.19,37.1,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,88.83,BHT-C,,Harrison,1.0,88.83,,,,,,,,,,,,,,,122.22,Rusk County
-94.785,32.2353,3319.2,126.7,18.3,145.0,21.3,37.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,76.0,BHT-C,,Harrison,2.0,76.0,,,,,8.0,,,"Exco Resources, Inc.",Gas Well,Unknown,Oak Hill,,KB,369.0,112.5,Rusk
-94.6884,32.4086,3336.6,126.7,18.3,145.0,21.08,37.14,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,76.0,BHT-C,,Harrison,1.0,88.69,,,,,5.0,,,Petromax Operating,Gas Well,,North Easton,,KB,301.0,91.74,Gregg County
-94.78975,32.49074,3179.0,145.0,,145.0,21.04,38.99,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,93.84,BHT-C,,Harrison,1.0,93.84,,,,,,,,,,,,,,,,Gregg County
-95.0869,32.1526,3621.3,126.1,18.9,145.0,21.5,34.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,9.0,,,Dale Operating Co,Gas Well,Unknown,Overton  ,Cotton Valley,KB,524.0,159.76,Smith
-95.0724,32.1506,3600.6,126.1,18.9,145.0,21.5,34.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,12.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,515.0,157.01,Smith
-95.0111,32.6354,3597.6,126.1,18.9,145.0,21.0,34.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,71.0,BHT-C,,Harrison,1.0,71.0,,,,,8.0,,,"Vintage Petroleum, Inc.",Gas Well,Unknown,South Gilmer,,KB,449.0,136.89,Upshur
-94.80372,32.37714,3180.0,145.0,,145.0,21.19,38.94,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,93.01,BHT-C,,Harrison,1.0,93.01,,,,,,,,,,,,,,,,Gregg County
-94.52975,32.38434,3320.2,126.67,,144.96,20.98,37.34,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,89.18,BHT-C,,Harrison,1.0,89.18,,,,,,,,,,,,,,,,Rusk County
-94.6733,32.31321,3316.73,126.67,,144.95,21.17,37.32,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,89.34,BHT-C,,Harrison,1.0,89.34,,,,,,,,,,,,,,,110.64,Rusk County
-94.66459,32.30625,3316.1,126.67,,144.95,21.18,37.32,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,89.34,BHT-C,,Harrison,1.0,89.34,,,,,,,,,,,,,,,113.08,Rusk County
-94.8323,32.497,3287.2,126.7,18.2,144.9,21.06,37.67,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,78.0,BHT-C,,Harrison,1.0,90.6,,,,,14.75,,,"Oneok Texas Energy Resources, LP",Gas Well,,White Oak,,KB,358.5,109.27,Gregg County
-94.80465,32.33287,3527.33,126.11,,144.86,21.23,35.05,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,83.93,BHT-C,,Harrison,1.0,83.93,,,,,,,,,,,,,,,,Rusk County
-94.2865,30.8433,3878.7,125.6,19.1,144.7,21.9,31.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,62.0,BHT-C,,Harrison,1.0,62.0,,,,,10.0,,,Ergon Exploration Inc.,Oil or Gas Well,Unknown,Wildcat,,KB,277.0,84.45,Tyler
-94.62008,32.38006,3399.53,126.11,,144.6,21.06,36.34,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,86.84,BHT-C,,Harrison,1.0,86.84,,,,,,,,,,,,,,,105.77,Gregg County
-95.1648,32.2067,3689.6,125.6,19.0,144.6,21.5,33.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,69.0,BHT-C,,Harrison,1.0,69.0,,,,,8.0,,,"C W Resources, Inc.",Gas Well,Unknown,G.A.S.,,KB,428.0,130.49,Smith
-94.59807,32.44902,3393.23,126.11,,144.59,20.95,36.44,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.12,BHT-C,,Harrison,1.0,87.12,,,,,,,,,,,,,,,97.23,Harrison County
-94.62515,32.39368,3366.79,126.11,,144.52,21.04,36.68,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.61,BHT-C,,Harrison,1.0,87.61,,,,,,,,,,,,,,,,Gregg County
-95.0806,32.1594,3610.7,125.6,18.9,144.5,21.5,34.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,7.5,,,Dale Operating Co,Gas Well,Unknown,Overton,,KB,488.0,148.78,Smith
-94.54443,32.51365,3346.32,126.11,,144.47,20.83,36.95,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,88.4,BHT-C,,Harrison,1.0,88.4,,,,,,,,,,,,,,,,Harrison County
-95.0695,32.1733,3575.9,125.6,18.8,144.4,21.5,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,71.0,BHT-C,,Harrison,1.0,71.0,,,,,8.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,447.0,136.28,Smith
-95.0716,32.1995,3576.5,125.6,18.8,144.4,21.5,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71.0,BHT-C,,Harrison,1.0,71.0,,,,,10.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,473.0,144.21,Smith
-94.6671,32.4432,3307.6,126.1,18.3,144.4,21.02,37.3,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,77.0,BHT-C,,Harrison,1.0,89.05,,,,,10.75,,,PetroMax Operating,Gas Well,,Oak Hill,,KB,329.0,100.28,Harrison County
-94.7389,32.2453,3311.6,126.1,18.3,144.4,21.3,37.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,76.0,BHT-C,,Harrison,1.0,76.0,,,,,10.5,,,Bowles Energy,Gas Well,Unknown,Oak Hill,,KB,419.5,127.9,Rusk
-94.62344,32.32717,3315.79,126.11,,144.39,21.12,37.18,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.76,BHT-C,,Harrison,1.0,88.76,,,,,,,,,,,,,,,91.74,Rusk County
-94.60273,32.45545,3557.24,125.56,,144.36,20.95,34.69,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,83.61,BHT-C,,Harrison,1.0,83.61,,,,,,,,,,,,,,,95.4,Harrison County
-94.76269,32.31112,3493.65,125.56,,144.25,21.23,35.21,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,84.34,BHT-C,,Harrison,1.0,84.34,,,,,,,,,,,,,,,101.5,Rusk County
-94.76074,32.43002,3462.8,125.56,,144.19,21.1,35.54,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,85.01,BHT-C,,Harrison,1.0,85.01,,,,,,,,,,,,,,,92.96,Gregg County
-94.78831,32.43011,3454.62,125.56,,144.17,21.12,35.62,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,85.24,BHT-C,,Harrison,1.0,85.24,,,,,,,,,,,,,,,,Gregg County
-94.58115,32.42927,3447.69,125.56,,144.15,20.96,35.73,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,85.71,BHT-C,,Harrison,1.0,85.71,,,,,,,,,,,,,,,79.25,Harrison County
-94.61609,32.39296,3408.34,125.56,,144.07,21.04,36.1,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,86.27,BHT-C,,Harrison,1.0,86.27,,,,,,,,,,,,,,,91.44,Gregg County
-94.55718,32.32281,3152.0,143.89,,144.0,21.07,39.0,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,93.11,BHT-C,,Harrison,1.0,93.11,,,,,,,,,,,,,,,,Rusk County
-94.1722,32.311,3198.5,126.1,17.9,144.0,20.9,38.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,79.0,BHT-C,,Harrison,1.0,79.0,,,,,8.0,,,Samson Lone Star Ltd. Partnership,Gas Well,Unknown,"Deberry, N",,KB,339.0,103.35,Panola
-95.1088,32.1651,3692.1,125.0,19.0,144.0,21.5,33.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,68.0,BHT-C,,Harrison,1.0,68.0,,,,,8.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,453.0,138.11,Smith
-95.1069,32.2008,3615.9,125.0,18.9,143.9,21.5,33.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,70.0,BHT-C,,Harrison,1.0,70.0,,,,,9.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,470.0,143.29,Smith
-94.5666,32.35553,3338.14,125.56,,143.9,21.04,36.8,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.89,BHT-C,,Harrison,1.0,87.89,,,,,,,,,,,,,,,,Rusk County
-95.1054,32.1678,3666.5,125.0,18.9,143.9,21.5,33.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,68.0,BHT-C,,Harrison,1.0,68.0,,,,,7.5,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,446.0,135.98,Smith
-95.1064,32.2139,3665.2,125.0,18.9,143.9,21.5,33.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,69.0,BHT-C,,Harrison,1.0,69.0,,,,,8.5,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,509.0,155.18,Smith
-95.0884,32.1766,3615.9,125.0,18.9,143.9,21.5,33.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,69.0,BHT-C,,Harrison,1.0,69.0,,,,,7.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,463.0,141.16,Smith
-95.092,32.2843,3633.8,125.0,18.9,143.9,21.4,33.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,69.0,BHT-C,,Harrison,1.0,69.0,,,,,7.0,,,J-W Operating Co,Gas Well,Unknown,Chapel Hill,,KB,474.0,144.51,Smith
-94.9636,32.6517,3659.1,125.0,18.9,143.9,20.9,33.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,70.0,BHT-C,,Harrison,1.0,70.0,,,,,10.0,,,Medicine Bow Energy,Gas Well,Unknown,Mings Chapel,,KB,362.3,110.46,Upshur
-94.62693,32.30597,3334.99,125.56,,143.89,21.14,36.8,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.9,BHT-C,,Harrison,1.0,87.9,,,,,,,,,,,,,,,130.45,Rusk County
-95.0622,32.2033,3563.4,125.0,18.8,143.8,21.5,34.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71.0,BHT-C,,Harrison,1.0,71.0,,,,,6.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,455.0,138.72,Smith
-95.0922,32.1841,3587.2,125.0,18.8,143.8,21.5,34.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,7.5,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,418.0,127.44,Smith
-94.71314,32.37207,3496.8,125.0,,143.7,21.14,35.05,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,83.86,BHT-C,,Harrison,1.0,83.86,,,,,,,,,,,,,,,112.78,Gregg County
-94.68229,32.38051,3443.28,125.0,,143.59,21.11,35.57,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,85.06,BHT-C,,Harrison,1.0,85.06,,,,,,,,,,,,,,,105.16,Gregg County
-94.75444,32.31027,3419.99,125.0,,143.54,21.23,35.76,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,85.79,BHT-C,,Harrison,1.0,85.79,,,,,,,,,,,,,,,,Rusk County
-94.8766,32.139,3412.8,125.0,18.5,143.5,21.5,35.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,73.0,BHT-C,,Harrison,1.0,73.0,,,,,6.0,,,The Houston Exploration Co,Gas Well,Unknown,East Henderson ,Cotton Valley,KB,434.0,132.32,Rusk
-95.0452,32.5272,3813.7,124.4,19.1,143.5,21.08,32.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.11,69.0,BHT-C,,Harrison,2.0,62.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.3757,30.8188,3959.8,124.4,19.1,143.5,22.0,30.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,60.0,BHT-C,,Harrison,1.0,60.0,,,,,10.75,,,Ergon Exploration Inc.,Oil or Gas Well,Unknown,Brookeland,,KB,333.0,101.52,Tyler
-94.5413,33.0227,3924.7,124.4,19.1,143.5,20.18,31.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.15,68.0,BHT-C,,Harrison,2.0,65.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.0627,32.5627,3809.1,124.4,19.1,143.5,21.04,32.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.11,69.0,BHT-C,,Harrison,2.0,62.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.175,32.2642,3200.6,125.6,17.9,143.5,21.0,38.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,78.0,BHT-C,,Harrison,1.0,78.0,,,,,7.0,,,"Samson Lonestar, LP",Gas Well,Unknown,Bethany  ,Cotton Valley,KB,321.0,97.87,Panola
-94.73489,32.30757,3400.15,125.0,,143.49,21.22,35.96,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,86.24,BHT-C,,Harrison,1.0,86.24,,,,,,,,,,,,,,,95.1,Rusk County
-94.68152,32.31666,3367.73,125.0,,143.42,21.18,36.3,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,86.84,BHT-C,,Harrison,1.0,86.84,,,,,,,,,,,,,,,128.93,Rusk County
-94.61262,32.33197,3336.57,125.0,,143.34,21.1,36.63,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,87.5,BHT-C,,Harrison,1.0,87.5,,,,,,,,,,,,,,,99.06,Rusk County
-94.65724,32.29825,3336.88,125.0,,143.34,21.18,36.61,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,87.59,BHT-C,,Harrison,1.0,87.59,,,,,,,,,,,,,,,121.92,Rusk County
