longitude,latitude,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name
-94.78186,32.40245,2768.98,106.67,,122.76,21.15,36.7,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.3,85.89,BHT-C,,Harrison,1.0,85.89,,,,,,,,,,,,,,,,Gregg County
-94.65908,32.58464,2769.3,106.67,,122.76,20.83,36.81,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,86.81,BHT-C,,Harrison,1.0,86.81,,,,,,,,,,,,,,,88.39,Harrison County
-94.78053,32.46098,3325.86,104.44,,122.75,21.07,30.57,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,73.59,BHT-C,,Harrison,1.0,73.59,,,,,,,,,,,,,,,77.42,Gregg County
-94.78017,32.55575,2867.2,106.11,,122.7,20.95,35.49,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.31,83.37,BHT-C,,Harrison,1.0,83.37,,,,,,,,,,,,,,,120.7,Gregg County
-93.4458,33.1117,3536.3,103.9,18.8,122.7,19.28,29.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AR,Estimate: Blackwell Gulf Coast K Model,,,2.14,63.0,BHT-C,,Harrison,1.0,63.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-93.5668,33.0502,3308.8,104.4,18.3,122.7,19.44,31.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AR,Estimate: Blackwell Gulf Coast K Model,,,2.14,67.0,BHT-C,,Harrison,3.0,67.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.8816,32.5504,3331.4,104.4,18.3,122.7,21.0,30.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,63.0,BHT-C,,Harrison,1.0,63.0,,,,,6.0,,,Wagner & Brown Ltd,Gas Well,Unknown,Glenwood,,KB,396.0,120.73,Gregg
-94.97,30.5674,3544.8,103.9,18.8,122.7,22.7,28.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,56.0,BHT-C,,Harrison,1.0,56.0,,,,,8.25,,,"Famcor Oil, Inc.",Gas Well,Unknown,Urbana,,KB,110.0,33.54,San Jacinto
-94.78403,32.38649,2861.22,106.11,,122.67,21.17,35.48,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.3,83.16,BHT-C,,Harrison,1.0,83.16,,,,,,,,,,,,,,,112.17,Gregg County
-94.51359,32.40908,3290.92,104.44,,122.66,20.94,30.91,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,74.11,BHT-C,,Harrison,1.0,74.11,,,,,,,,,,,,,,,72.54,Harrison County
-94.8047,31.68,3289.6,104.4,18.2,122.6,21.8,30.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,62.0,BHT-C,,Harrison,1.0,62.0,,,,,3.5,,,"Fair Oil, Ltd",Gas Well,Unknown,Douglass West ,Travis Peak,KB,363.0,110.67,Nacogdoches
-93.1502,32.1672,3283.5,104.4,18.2,122.6,19.59,31.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.02,63.0,BHT-C,,Harrison,1.0,63.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.5236,31.7613,2715.9,106.7,15.8,122.5,21.6,37.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,75.0,BHT-C,,Harrison,1.0,75.0,,,,,8.0,,,Chesapeake Operating,Gas Well,Unknown,Naconiche Creek,,KB,354.0,107.93,Nacogdoches
-94.6183,31.804,2711.3,106.7,15.8,122.5,21.6,37.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,75.0,BHT-C,,Harrison,1.0,75.0,,,,,10.0,,,BRG Petroleum Corp,Gas Well,Unknown,Appleby,,KB,399.0,121.65,Nacogdoches
-94.7758,33.2639,3266.8,104.4,18.1,122.5,20.01,31.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.17,69.0,BHT-C,,Harrison,2.0,63.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.5582,31.6702,2925.3,105.6,16.9,122.5,21.6,34.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.0,69.0,BHT-C,,Harrison,1.0,69.0,,,,,5.0,,,BRG Petroleum Corp,Gas Well,Unknown,Camp Ground Creek,,KB,413.0,125.91,Nacogdoches
-92.5002,32.3832,3247.6,104.4,18.1,122.5,19.32,31.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.04,64.0,BHT-C,,Harrison,3.0,68.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.66516,32.30692,2364.78,108.89,,122.46,21.18,42.83,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.3,99.83,BHT-C,,Harrison,1.0,99.83,,,,,,,,,,,,,,,107.29,Rusk County
-94.58982,32.43992,3433.52,103.89,,122.46,20.96,29.56,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,71.15,BHT-C,,Harrison,1.0,71.15,,,,,,,,,,,,,,,88.7,Harrison County
-94.5311,31.8291,2802.4,106.1,16.3,122.4,21.5,36.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,72.0,BHT-C,,Harrison,1.0,72.0,,,,,4.0,,,"Chesapeake Operating, Inc.",Gas Well,Unknown,Naconiche Creek,,KB,410.0,125.0,Nacogdoches
-92.5332,32.6832,3214.3,104.4,18.0,122.4,19.22,32.0,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.07,66.0,BHT-C,,Harrison,3.0,64.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-92.6734,30.5631,3995.7,103.3,19.1,122.4,21.11,25.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.87,47.0,BHT-C,,Harrison,2.0,44.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.5301,32.4458,3219.5,104.4,18.0,122.4,20.91,31.52,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,65.0,BHT-C,,Harrison,1.0,75.47,,,,,6.5,,,"NEG Operating, LLC",Gas Well,,Tatum North,,KB,336.0,102.41,Harrison County
-94.5304,31.7661,2704.3,106.7,15.7,122.4,21.6,37.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,75.0,BHT-C,,Harrison,1.0,75.0,,,,,5.0,,,BRG Petroleum Corp,Gas Well,Unknown,Naconiche Creek,,KB,450.0,137.2,Nacogdoches
-92.856,30.5736,3820.1,103.3,19.1,122.4,21.11,26.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.88,50.0,BHT-C,,Harrison,2.0,50.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-92.7021,30.9562,3963.4,103.3,19.1,122.4,20.49,25.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.9,48.0,BHT-C,,Harrison,3.0,50.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.4205,32.2255,3024.4,105.0,17.3,122.3,21.1,33.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,69.0,BHT-C,,Harrison,1.0,69.0,,,,,21.25,,,Chevron USA Inc.,Gas Well,Unknown,Carthage,,KB,325.8,99.33,Panola
-94.1479,32.9971,3195.4,104.4,17.9,122.3,20.01,32.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.14,69.0,BHT-C,,Harrison,2.0,67.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.5127,32.064,3026.2,105.0,17.3,122.3,21.3,33.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,68.0,BHT-C,,Harrison,1.0,68.0,,,,,5.0,,,"Vaughan Operating Co., LLC",Gas Well,Unknown,Carthage South,,KB,388.0,118.29,Panola
-94.5129,32.3439,3202.7,104.4,17.9,122.3,21.0,31.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,65.0,BHT-C,,Harrison,1.0,65.0,,,,,6.0,,,"EOG Resources, Inc.",Gas Well,Unknown,North Tatum,,KB,367.5,112.04,Rusk
-94.5005,31.7257,2791.2,106.1,16.2,122.3,21.6,36.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,73.0,BHT-C,,Harrison,1.0,73.0,,,,,5.0,,,BRG Petroleum Corp,Gas Well,Unknown,Appleby,,KB,369.0,112.5,Nacogdoches
-94.2819,32.6595,3032.3,105.0,17.3,122.3,20.5,33.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,70.0,BHT-C,,Harrison,1.0,70.0,,,,,4.0,,,Newfield Exploration Co,Gas Well,Unknown,Woodlawn,,KB,272.0,82.93,Harrison
-94.505,32.0833,3020.1,105.0,17.3,122.3,21.3,33.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,68.0,BHT-C,,Harrison,1.0,68.0,,,,,6.0,,,"Basa Resources, Inc.",Gas Well,Unknown,Carthage,,KB,392.0,119.51,Panola
-94.65783,32.57691,2772.76,106.11,,122.22,20.83,36.57,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,86.26,BHT-C,,Harrison,1.0,86.26,,,,,,,,,,,,,,,88.09,Harrison County
-94.6657,32.57914,2769.61,106.11,,122.21,20.84,36.6,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,86.3,BHT-C,,Harrison,1.0,86.3,,,,,,,,,,,,,,,,Harrison County
-94.3307,32.1129,2865.5,105.6,16.6,122.2,21.2,35.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,72.0,BHT-C,,Harrison,1.0,72.0,,,,,5.75,,,"Classic Oil & Gas, Inc.",Gas Well,Unknown,Carthage,,KB,263.0,80.18,Panola
-94.71763,32.49386,2877.9,105.56,,122.2,20.99,35.17,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,83.09,BHT-C,,Harrison,1.0,83.09,,,,,,,,,,,,,,,,Gregg County
-94.3776,32.6331,3012.5,105.0,17.2,122.2,20.6,33.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,70.0,BHT-C,,Harrison,2.0,73.0,,,,,6.5,,,Newfield Exploration Co,Gas Well,Unknown,Woodlawn,,KB,317.0,96.65,Harrison
-94.3581,32.2746,3003.0,105.0,17.2,122.2,21.1,33.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,69.0,BHT-C,,Harrison,1.0,69.0,,,,,4.0,,,"Lacy Operations, Ltd",Gas Well,Unknown,Carthage  ,Cotton Valley,KB,254.0,77.44,Panola
-94.65047,32.29933,3314.21,103.89,,122.17,21.17,30.47,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,73.2,BHT-C,,Harrison,1.0,73.2,,,,,,,,,,,,,,,124.66,Rusk County
-94.6095,32.32442,3315.16,103.89,,122.17,21.11,30.48,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,73.08,BHT-C,,Harrison,1.0,73.08,,,,,,,,,,,,,,,,Rusk County
-94.1438,32.2636,2987.2,105.0,17.1,122.1,20.9,33.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,69.0,BHT-C,,Harrison,1.0,69.0,,,,,5.0,,,Winchester Production Co,Gas Well,Unknown,North Carthage,,KB,,,Panola
-93.1002,32.4002,3294.2,103.9,18.2,122.1,19.47,31.0,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.04,63.0,BHT-C,,Harrison,2.0,67.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.3197,31.7235,3130.2,104.4,17.7,122.1,22.01,32.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.03,66.0,BHT-C,,Harrison,3.0,68.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.0941,32.2717,3545.1,103.3,18.8,122.1,21.4,28.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,59.0,BHT-C,,Harrison,5.0,58.0,,,,,,,,J-W Operating Co,Gas Well,Unknown,Chapel Hill ,Cotton Valley,KB,415.0,126.52,Smith
-95.3334,31.9847,3114.6,104.4,17.6,122.0,21.76,32.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,67.0,BHT-C,,Harrison,1.0,67.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.3757,32.7256,3486.3,103.3,18.7,122.0,20.88,29.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.15,63.0,BHT-C,,Harrison,2.0,62.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-92.7502,32.5502,2820.4,105.6,16.4,122.0,19.3,36.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.05,74.0,BHT-C,,Harrison,3.0,68.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.6676,30.5162,3238.4,103.9,18.1,122.0,22.5,30.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.96,60.0,BHT-C,,Harrison,1.0,60.0,,,,,,,,Continental A-I-W.T. Carter & Bros. ,Oil or Gas Well,Unknown,,,,,,Polk
-94.795,32.3942,3012.0,122.22,,122.0,21.16,33.48,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,79.21,BHT-C,,Harrison,1.0,79.21,,,,,,,,,,,,,,,,Gregg County
-94.80077,32.42618,3021.0,122.22,,122.0,21.13,33.39,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.32,79.04,BHT-C,,Harrison,1.0,79.04,,,,,,,,,,,,,,,,Gregg County
-94.60092,32.35794,3011.0,122.22,,122.0,21.07,33.52,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,80.8,BHT-C,,Harrison,1.0,80.8,,,,,,,,,,,,,,,,Rusk County
-94.80982,32.55069,2680.0,122.22,,122.0,20.97,37.7,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.3,88.15,BHT-C,,Harrison,1.0,88.15,,,,,,,,,,,,,,,,Gregg County
-94.7497,31.8108,2724.4,106.1,15.9,122.0,21.7,36.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.02,74.0,BHT-C,,Harrison,2.0,70.0,,,,,,,,ExxonMobil,Gas Well,Unknown,Trawick,,KB,485.0,147.87,Nacogdoches
-94.54694,32.4694,2994.0,121.67,,122.0,20.89,33.77,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,81.01,BHT-C,,Harrison,1.0,81.01,,,,,,,,,,,,,,,,Harrison County
-94.6461,31.7516,3255.8,103.9,18.1,122.0,21.7,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.01,62.0,BHT-C,,Harrison,1.0,62.0,,,,,14.25,,,"Chesapeake Operating, Inc.",Gas Well,Unknown,Naconiche Creek,,KB,471.0,143.6,Nacogdoches
-94.57011,32.4538,2994.0,121.67,,122.0,20.92,33.76,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,81.07,BHT-C,,Harrison,1.0,81.07,,,,,,,,,,,,,,,,Harrison County
-92.5672,32.7832,3235.4,103.9,18.0,121.9,19.2,31.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.09,66.0,BHT-C,,Harrison,2.0,66.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.4632,32.2511,2923.5,105.0,16.9,121.9,21.1,34.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,71.0,BHT-C,,Harrison,1.0,71.0,,,,,10.75,,,Chevron USA Inc.,Gas Well,Unknown,Carthage,,KB,354.1,107.96,Panola
-94.4347,32.2552,3077.7,104.4,17.5,121.9,21.1,32.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,67.0,BHT-C,,Harrison,1.0,67.0,,,,,22.0,,,Chevron USA Inc.,Gas Well,Unknown,Carthage,,KB,304.9,92.96,Panola
-94.5089,32.1198,3074.7,104.4,17.5,121.9,21.3,32.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,67.0,BHT-C,,Harrison,1.0,67.0,,,,,5.5,,,Chesapeake Energy Corp,Gas Well,Unknown,Carthage,,KB,339.0,103.35,Panola
-93.5102,31.6302,3430.5,103.3,18.6,121.9,20.52,29.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.98,59.0,BHT-C,,Harrison,3.0,60.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.56776,32.35295,3051.04,104.44,,121.84,21.05,33.04,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,79.4,BHT-C,,Harrison,1.0,79.4,,,,,,,,,,,,,,,102.11,Rusk County
-94.9102,30.9904,3396.0,103.3,18.5,121.8,22.31,29.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.96,58.0,BHT-C,,Harrison,3.0,55.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.0695,30.5533,3198.8,103.9,17.9,121.8,21.9,31.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.95,61.0,BHT-C,,Harrison,1.0,61.0,,,,,7.0,,,Blue Ridge Energy,Dry Hole,Unknown,Neches River Prospect,,KB,78.1,23.81,Jasper
-94.393,32.6275,3044.5,104.4,17.4,121.8,20.6,33.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,69.0,BHT-C,,Harrison,2.0,69.0,,,,,1.0,,,Newfield Exploration Co,Gas Well,Unknown,Woodlawn,,KB,342.0,104.27,Harrison
-94.5056,32.1276,3040.5,104.4,17.4,121.8,21.3,33.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.04,68.0,BHT-C,,Harrison,1.0,68.0,,,,,6.75,,,"Classic Oil & Gas, Inc.",Gas Well,Unknown,Carthage,,KB,333.3,101.62,Panola
-93.5397,30.6116,3673.2,102.8,19.0,121.8,21.56,27.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.89,52.0,BHT-C,,Harrison,3.0,49.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.4076,32.2559,3049.1,104.4,17.4,121.8,21.1,33.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,68.0,BHT-C,,Harrison,1.0,68.0,,,,,9.75,,,Chevron USA Inc.,Gas Well,Unknown,Carthage,,KB,284.4,86.71,Panola
-94.1416,32.5641,3044.8,104.4,17.4,121.8,20.6,33.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,68.0,BHT-C,,Harrison,1.0,68.0,,,,,8.0,,,Samson Lone Star Ltd. Partnership,Gas Well,Unknown,Waskom,,KB,324.0,98.78,Harrison
